Name,Season,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected XG,Expected NpxG,Expected XAG,Expected NpxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes XG,Per 90 Minutes XAG,Per 90 Minutes XG+xAG,Per 90 Minutes NpxG,Per 90 Minutes NpxG+xAG,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard FK,Standard PK,Standard PKatt,Expected NpxG/Sh,Expected G-xG,Expected Np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,XAG,Expected XA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Playing Time Mn/MP,Starts Starts,Starts Compl,Subs Subs,Subs UnSub,Team Success OnG,Team Success OnGA,Team Success +/-,Team Success +/-90,Team Success (xG) OnxG,Team Success (xG) OnxGA,Team Success (xG) XG+/-,Team Success (xG) XG+/-90,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Voting Points,Winner,League Winner,UCL Winner,Cup Winner,Major International Continental Trophy Winner,World Cup Winner,Vote Share Overall,Vote Share Outfield
Rodri,2022-2023,26,1995,83,68,5839,64.8,7,11,18,6,1,1,9,0,6.0,6.0,6.5,12.499999999999998,146,399,144,0.1080246913580247,0.1697530864197531,0.2777777777777778,0.0925925925925926,0.2623456790123457,0.0925925925925926,0.10030864197530864,0.19290123456790123,0.0925925925925926,0.1929012345679012,64.8,7,79,23,29.11392405063291,1.2191358024691359,0.3549382716049383,0.08860759493670886,0.30434782608695654,0,1,1,0.0759493670886076,-2.0,-2.0,4097,4534,90.36171151301279,73443,18036,1671,1795,93.09192200557102,1927,2078,92.73339749759384,402,497,80.88531187122736,11,6.5,5.8,2.5,58,363,69,9,399,4534,4453,73,54,8,34,57,14,2,1,0,0,4097,8,44,159,2.4537037037037037,138,1,7,9,3,1,18,0.2777777777777778,16,0,0,1,1,0,88,61,36,38,14,36,72,50.0,36,53,16,37,55,137,54,1,4999,153,984,2984,1065,118,4999,108,54,50.0,39,36.11111111111111,3259,16934,9362,146,119,22,56,39,3934,144,70.34939759036145,68,35,15,10,132,56,76,1.1728395061728396,95.5,50.49999999999999,44.900000000000006,0.6929012345679013,0,67,69,7,57,55,61,1,0,0,438,90,49,64.74820143884892,57,0,1.0,1.0,1.0,0.0,0.0,0.0387228260869565,0.0392291810048176
Ruben Dias,2022-2023,25,1997,33,29,2600,28.9,0,0,0,0,0,0,4,0,1.3,1.3,0.6,1.9,14,110,2,0.0,0.0,0.0,0.0,0.0,0.04498269896193772,0.020761245674740483,0.0657439446366782,0.04498269896193772,0.0657439446366782,28.9,0,13,3,23.076923076923077,0.44982698961937717,0.10380622837370243,0.0,0.0,0,0,0,0.1,-1.3,-1.3,2176,2354,92.43840271877654,40195,14068,782,816,95.83333333333334,1210,1264,95.72784810126582,166,240,69.16666666666667,0,0.6,0.3,-0.6,3,148,0,0,110,2354,2284,70,54,1,8,1,8,0,0,0,0,2176,0,8,17,0.5882352941176471,12,1,0,3,0,1,1,0.03460207612456748,1,0,0,0,0,0,25,19,12,12,1,11,19,57.89473684210527,8,23,13,10,23,46,65,1,2530,198,1026,1426,86,24,2530,10,8,80.0,1,10.0,1704,9113,5547,14,23,1,3,5,2007,2,78.78787878787878,29,25,4,9,85,21,64,2.2145328719723185,53.6,21.7,31.9,1.1038062283737025,0,24,11,0,1,23,19,0,0,0,114,49,31,61.25000000000001,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Victor Osimhen,2022-2023,23,1998,33,30,2585,28.7,26,4,30,24,2,3,4,0,21.3,18.9,2.8,21.8,43,28,196,0.9059233449477352,0.13937282229965156,1.0452961672473868,0.8362369337979094,0.975609756097561,0.7421602787456446,0.09756097560975609,0.8397212543554008,0.6585365853658536,0.7595818815331011,28.7,26,135,54,40.0,4.70383275261324,1.8815331010452963,0.1925925925925926,0.48148148148148145,1,2,3,0.13999999999999999,4.7,5.1,276,400,69.0,3890,582,158,199,79.39698492462311,71,108,65.74074074074075,21,29,72.41379310344827,4,2.8,1.7,1.2,34,20,10,2,28,400,383,17,0,1,3,19,9,0,0,0,0,276,0,27,80,2.7874564459930316,54,0,5,11,8,2,9,0.31358885017421606,6,0,0,1,2,0,10,6,1,2,7,0,7,0.0,7,6,1,5,6,16,29,0,789,31,45,224,537,232,786,75,25,33.33333333333333,36,48.0,469,2589,836,43,23,27,96,49,594,196,78.33333333333333,30,13,3,0,59,17,42,1.4634146341463414,49.0,20.0,29.1,1.0139372822299653,0,40,38,32,19,6,6,2,1,0,58,65,54,54.621848739495796,24,0,1.0,0.0,0.0,0.0,0.0,0.0163043478260869,0.0165175498967653
Vinicius Junior,2022-2023,21,2000,42,41,3597,40.0,14,14,28,14,0,0,15,1,11.5,11.5,10.1,21.6,239,91,537,0.35,0.35,0.7,0.35,0.7,0.2875,0.2525,0.54,0.2875,0.54,40.0,14,98,43,43.87755102040816,2.45,1.075,0.14285714285714285,0.32558139534883723,0,0,0,0.11734693877551021,-0.5,-0.5,951,1243,76.50844730490748,12578,2568,627,717,87.44769874476988,224,290,77.24137931034483,45,78,57.692307692307686,14,10.1,9.6,0.9,72,35,48,2,91,1243,1195,43,8,5,10,84,26,7,0,0,0,951,5,65,177,4.425,115,2,28,13,18,1,25,0.625,15,0,4,5,0,1,33,27,11,13,9,14,41,34.146341463414636,27,29,2,27,7,39,1,0,1843,6,106,486,1273,279,1843,321,117,36.44859813084112,161,50.155763239875384,1453,11644,6153,239,108,147,111,72,1566,537,85.64285714285714,41,26,1,1,77,37,40,1.0,65.8,33.300000000000004,32.5,0.8125,0,53,155,28,84,7,27,1,0,0,110,2,6,25.0,49,0,0.0,0.0,1.0,0.0,0.0,0.0332880434782608,0.0337233310392291
Ilkay Gundogan,2022-2023,31,1990,37,33,2796,31.0,11,4,15,10,1,2,1,0,8.6,7.1000000000000005,3.4,10.5,56,194,130,0.3548387096774194,0.12903225806451613,0.4838709677419355,0.3225806451612903,0.45161290322580644,0.27741935483870966,0.10967741935483871,0.3870967741935484,0.22903225806451616,0.3387096774193548,31.0,11,61,24,39.34426229508197,1.967741935483871,0.7741935483870968,0.18032786885245902,0.4583333333333333,5,1,2,0.11639344262295083,0.4,0.9,1524,1746,87.2852233676976,23827,5600,824,905,91.04972375690608,548,600,91.33333333333333,110,145,75.86206896551724,4,3.4,4.7,0.6,38,161,39,1,194,1746,1683,60,28,19,7,35,5,21,7,4,1,1524,3,31,96,3.096774193548387,77,7,2,4,4,2,17,0.5483870967741935,13,1,0,1,2,0,33,22,8,15,10,12,35,34.285714285714285,23,20,3,17,23,54,14,0,1994,33,260,1093,651,94,1992,44,18,40.909090909090914,18,40.909090909090914,1183,6152,3005,56,51,8,32,28,1567,130,75.56756756756756,33,19,4,10,79,22,57,1.8387096774193548,64.89999999999999,20.7,44.2,1.4258064516129034,0,28,29,8,35,23,22,2,0,0,173,22,14,61.111111111111114,8,0,1.0,1.0,1.0,0.0,0.0,0.0054347826086956,0.0055058499655884
Ademola Lookman,2023-2024,25,1997,41,30,2619,29.1,15,9,24,15,0,0,4,0,9.1,9.1,5.2,14.3,72,97,222,0.5154639175257731,0.30927835051546393,0.8247422680412371,0.5154639175257731,0.8247422680412371,0.3127147766323024,0.17869415807560138,0.49140893470790376,0.3127147766323024,0.49140893470790376,29.1,15,83,30,36.144578313253014,2.852233676975945,1.0309278350515463,0.18072289156626506,0.5,0,0,0,0.10963855421686747,1.9,1.9,635,838,75.77565632458234,9115,2499,376,441,85.26077097505669,201,247,81.37651821862349,29,74,39.189189189189186,9,5.2,4.8,1.8,50,46,32,2,97,838,759,79,6,6,4,103,8,52,20,17,0,635,0,28,101,3.4707903780068725,65,10,16,4,4,2,14,0.4810996563573883,9,1,2,1,1,0,20,25,2,11,7,8,22,36.36363636363637,14,19,0,19,10,29,0,1,1109,2,54,458,607,129,1109,87,39,44.827586206896555,37,42.5287356321839,699,4257,1972,72,42,35,66,42,866,222,63.8780487804878,30,7,11,1,43,31,12,0.41237113402061853,27.6,21.1,6.5,0.2233676975945017,0,51,52,15,103,10,25,1,0,0,89,18,21,46.15384615384615,82,0,0.0,0.0,0.0,0.0,0.0,0.012362430272878,0.0124148372445117
Antonio Rudiger,2023-2024,30,1993,34,31,2829,31.4,1,0,1,1,0,0,7,0,1.5,1.5,1.2,2.6,17,88,1,0.03184713375796178,0.0,0.03184713375796178,0.03184713375796178,0.03184713375796178,0.04777070063694268,0.03821656050955414,0.08598726114649682,0.04777070063694268,0.08280254777070065,31.4,1,22,3,13.636363636363635,0.7006369426751593,0.09554140127388536,0.045454545454545456,0.3333333333333333,0,0,0,0.06818181818181818,-0.5,-0.5,1630,1815,89.80716253443526,30058,11111,625,654,95.565749235474,860,908,94.7136563876652,130,219,59.3607305936073,0,1.2,1.0,-1.2,5,90,11,2,88,1815,1761,50,30,3,10,5,9,0,0,0,0,1630,4,9,21,0.6687898089171975,16,0,0,5,0,0,5,0.15923566878980894,4,0,0,1,0,0,26,15,18,4,4,16,20,80.0,4,27,20,7,11,37,89,0,2022,275,1000,964,65,25,2022,3,1,33.33333333333333,2,66.66666666666666,1337,6743,4149,17,10,1,4,2,1525,1,83.20588235294117,31,29,3,2,67,27,40,1.2738853503184715,54.3,28.0,26.3,0.8375796178343949,0,26,6,1,5,11,15,0,0,0,124,49,23,68.05555555555556,13,0,1.0,1.0,0.0,0.0,0.0,0.0019598974822855,0.0019682059046177
Artem Dovbyk,2023-2024,26,1997,39,32,2664,29.6,24,10,34,17,7,8,2,0,24.2,17.9,6.2,24.1,18,26,118,0.8108108108108107,0.33783783783783783,1.1486486486486487,0.5743243243243243,0.9121621621621622,0.8175675675675675,0.20945945945945946,1.027027027027027,0.6047297297297296,0.8141891891891891,29.6,24,80,36,45.0,2.7027027027027026,1.2162162162162162,0.3,0.6666666666666666,1,7,8,0.22374999999999998,-0.2,-0.9,277,392,70.66326530612244,3272,471,186,235,79.14893617021276,62,89,69.66292134831461,5,6,83.33333333333334,10,6.2,3.7,1.8,27,9,10,0,26,392,359,28,0,2,2,1,0,0,0,0,0,277,5,16,57,1.9256756756756757,41,0,6,8,2,0,13,0.43918918918918914,9,0,1,3,0,0,4,3,2,1,1,0,2,0.0,2,8,1,7,0,4,17,0,606,19,36,230,341,185,598,25,17,68.0,8,32.0,351,1294,449,18,7,16,50,39,487,118,68.3076923076923,32,10,7,1,70,36,34,1.1486486486486487,56.5,38.9,17.6,0.5945945945945946,0,27,13,34,1,0,3,0,0,0,24,39,40,49.36708860759494,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bukayo Saka,2023-2024,21,2001,36,36,3009,33.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.47904191616766467,0.2694610778443114,0.7485029940119761,0.29940119760479045,0.5688622754491018,0.46407185628742514,0.31437125748503,0.7784431137724551,0.3233532934131737,0.6347305389221557,33.4,16,107,32,29.906542056074763,3.2035928143712575,0.9580838323353293,0.14953271028037382,0.5,0,6,6,0.10093457943925234,0.5,-0.8,1143,1512,75.59523809523809,16891,4402,705,793,88.9029003783102,331,427,77.51756440281031,80,183,43.71584699453552,9,10.5,11.0,-1.5,91,39,73,12,126,1512,1365,138,7,4,3,185,12,119,99,0,0,1143,9,50,188,5.62874251497006,137,26,10,9,4,2,21,0.62874251497006,16,2,1,1,1,0,66,36,22,24,20,26,59,44.06779661016949,33,43,2,41,15,81,24,1,1952,37,182,474,1310,271,1946,122,49,40.16393442622951,54,44.26229508196721,1223,7180,3728,155,68,72,56,53,1393,508,83.58333333333333,36,18,0,0,78,29,49,1.4670658682634732,66.4,25.0,41.3,1.2365269461077844,0,42,70,8,185,15,36,1,0,0,155,23,36,38.983050847457626,14,0,0.0,0.0,0.0,0.0,0.0,0.0021106588270767,0.002119606358819
Cole Palmer,2023-2024,21,2002,40,34,3060,34.0,23,13,36,14,9,9,7,0,18.2,11.1,11.1,22.2,117,197,195,0.6764705882352942,0.38235294117647056,1.0588235294117647,0.4117647058823529,0.7941176470588235,0.5352941176470588,0.3264705882352941,0.8617647058823529,0.3264705882352941,0.6529411764705882,34.0,23,121,44,36.36363636363637,3.5588235294117645,1.2941176470588236,0.19008264462809918,0.5227272727272727,11,9,9,0.09173553719008264,3.8,1.9,1125,1420,79.22535211267606,18673,5642,576,638,90.28213166144201,409,482,84.85477178423237,101,186,54.3010752688172,13,11.1,8.7,-0.1,72,136,69,5,197,1420,1299,111,23,27,14,92,22,55,24,12,0,1125,10,37,162,4.764705882352941,116,12,14,10,5,5,26,0.7647058823529411,20,0,1,2,1,2,23,14,9,6,8,8,19,42.10526315789473,11,20,2,18,23,43,13,2,1760,22,183,746,854,126,1751,104,52,50.0,46,44.230769230769226,1154,7271,3496,117,66,46,58,44,1368,195,76.5,34,17,6,2,77,49,28,0.8235294117647058,58.6,45.2,13.5,0.39705882352941174,0,26,29,7,92,23,14,1,0,0,105,1,4,20.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0010553294135383,0.0010598031794095
Dani Carvajal,2023-2024,31,1992,29,26,2291,25.4,4,3,7,4,0,0,6,1,1.7,1.7,2.7,4.4,30,82,168,0.15748031496062992,0.11811023622047245,0.2755905511811024,0.15748031496062992,0.2755905511811024,0.06692913385826772,0.10629921259842522,0.17322834645669294,0.06692913385826772,0.17322834645669294,25.4,4,18,10,55.55555555555556,0.7086614173228347,0.3937007874015748,0.2222222222222222,0.4,0,0,0,0.09444444444444444,2.3,2.3,1265,1475,85.76271186440678,19955,4535,679,744,91.26344086021506,486,552,88.04347826086956,76,111,68.46846846846847,3,2.7,3.1,0.3,21,52,26,5,82,1475,1284,190,37,3,3,52,153,0,0,0,0,1265,1,34,44,1.7322834645669292,41,0,1,0,2,0,7,0.2755905511811024,6,0,0,0,1,0,47,36,28,15,4,23,42,54.761904761904766,19,28,9,19,22,69,54,4,1697,101,465,726,527,59,1697,22,9,40.909090909090914,11,50.0,939,3864,1903,30,37,9,22,18,1126,168,79.0,26,19,3,6,57,17,40,1.5748031496062993,44.7,21.7,23.0,0.9055118110236221,1,25,21,2,52,22,36,0,0,0,120,21,19,52.5,550,0,1.0,1.0,0.0,1.0,0.0,0.0829187396351575,0.0832702498107494
Dani Olmo,2023-2024,25,1998,21,17,1449,16.1,4,5,9,4,0,0,0,0,3.3,3.3,5.4,8.8,60,68,111,0.24844720496894407,0.3105590062111801,0.5590062111801242,0.24844720496894407,0.5590062111801242,0.20496894409937885,0.3354037267080745,0.5403726708074533,0.20496894409937885,0.546583850931677,16.1,4,45,13,28.888888888888886,2.795031055900621,0.8074534161490683,0.08888888888888889,0.3076923076923077,3,0,0,0.07333333333333333,0.7,0.7,511,657,77.77777777777779,8589,2309,256,306,83.66013071895425,187,226,82.7433628318584,52,74,70.27027027027027,5,5.4,3.7,-0.4,32,60,21,7,68,657,639,13,9,9,9,21,4,0,0,0,0,511,5,21,61,3.7888198757763973,44,0,3,9,3,2,8,0.49689440993788814,8,0,0,0,0,0,26,18,14,8,4,10,22,45.45454545454545,12,7,0,7,13,39,12,1,854,18,116,419,329,59,854,72,31,43.05555555555556,38,52.77777777777778,544,3571,1925,60,49,18,28,26,651,111,69.0,17,7,4,0,41,20,21,1.3043478260869563,27.3,18.0,9.3,0.577639751552795,0,15,17,1,21,13,18,0,0,0,75,11,19,36.666666666666664,86,0,0.0,0.0,0.0,1.0,0.0,0.0129654756520428,0.0130204390613171
Declan Rice,2023-2024,24,1999,39,38,3315,36.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.19021739130434784,0.2173913043478261,0.40760869565217395,0.19021739130434784,0.40760869565217395,0.08967391304347826,0.14402173913043478,0.23369565217391305,0.08967391304347826,0.23369565217391305,36.8,7,59,21,35.59322033898305,1.6032608695652175,0.5706521739130436,0.11864406779661017,0.3333333333333333,2,0,0,0.05593220338983051,3.7,3.7,2041,2295,88.93246187363835,34242,9378,958,1031,92.91949563530552,910,975,93.33333333333333,137,210,65.23809523809524,8,5.3,4.8,2.7,47,240,39,2,278,2295,2181,107,48,2,17,60,1,47,38,0,0,2041,7,26,100,2.717391304347826,71,16,3,5,0,5,12,0.32608695652173914,6,5,0,1,0,0,83,54,37,38,8,32,57,56.14035087719298,25,37,11,26,45,127,52,0,2650,100,581,1398,696,67,2650,46,21,45.65217391304348,20,43.47826086956522,1675,10194,5139,75,70,16,31,22,1928,64,85.0,38,30,1,0,84,30,54,1.4673913043478262,71.6,26.5,45.1,1.2255434782608696,0,35,14,2,60,45,54,0,2,0,178,39,43,47.5609756097561,5,0,0.0,0.0,0.0,0.0,0.0,0.0007538067239559,0.0007570022710068
Erling Haaland,2023-2024,23,2000,34,32,2804,31.2,32,5,37,25,7,8,1,0,29.2,22.9,4.3,27.2,35,26,126,1.0256410256410258,0.16025641025641027,1.185897435897436,0.8012820512820513,0.9615384615384616,0.9358974358974359,0.13782051282051283,1.0737179487179487,0.7339743589743589,0.8717948717948718,31.2,32,127,57,44.881889763779526,4.07051282051282,1.8269230769230769,0.25196850393700787,0.5614035087719298,1,7,8,0.18031496062992125,-2.2,-2.9,295,388,76.03092783505154,3234,567,197,242,81.40495867768594,56,70,80.0,5,8,62.5,5,4.3,2.2,0.7,29,16,11,0,26,388,375,12,1,2,0,8,1,0,0,0,0,295,1,17,59,1.891025641025641,39,0,3,10,6,1,11,0.3525641025641026,5,0,1,3,2,0,6,3,0,3,3,2,3,66.66666666666666,1,11,1,10,2,8,16,0,636,15,36,206,398,183,628,30,12,40.0,16,53.333333333333336,357,1628,728,35,13,22,41,19,489,126,82.47058823529412,32,21,2,1,74,29,45,1.4423076923076923,59.5,26.2,33.4,1.0705128205128205,0,21,36,8,8,2,3,2,0,0,47,39,42,48.148148148148145,432,0,1.0,0.0,0.0,0.0,0.0,0.0651289009497964,0.0654049962149886
Federico Valverde,2023-2024,25,1998,39,34,3008,33.5,2,7,9,2,0,0,2,0,3.5,3.5,5.8,9.3,104,231,102,0.05970149253731343,0.208955223880597,0.26865671641791045,0.05970149253731343,0.26865671641791045,0.1044776119402985,0.17313432835820894,0.2776119402985075,0.1044776119402985,0.2776119402985075,33.5,2,57,19,33.33333333333333,1.7014925373134329,0.5671641791044776,0.03508771929824561,0.10526315789473684,1,0,0,0.06140350877192982,-1.5,-1.5,1901,2117,89.79688238072745,29049,7780,1109,1169,94.86740804106074,612,675,90.66666666666666,126,185,68.10810810810811,7,5.8,3.4,1.2,49,229,41,4,231,2117,2077,31,23,14,33,30,5,0,0,0,0,1901,9,18,119,3.5522388059701493,110,0,3,3,1,2,14,0.417910447761194,12,0,0,2,0,0,47,36,22,13,12,24,42,57.14285714285714,18,39,2,37,44,90,40,0,2448,77,384,1382,708,69,2448,44,22,50.0,21,47.72727272727273,1610,9227,5027,104,102,15,28,12,1925,102,77.12820512820512,34,22,5,1,78,25,53,1.5820895522388059,60.1,30.3,29.8,0.8895522388059701,0,20,15,0,30,44,36,0,0,0,160,21,10,67.74193548387096,58,0,1.0,1.0,0.0,0.0,0.0,0.0087441579978893,0.008781226343679
Florian Wirtz,2023-2024,20,2003,38,31,2754,30.6,14,15,29,12,2,2,3,0,8.9,8.2,7.5,15.7,138,224,306,0.45751633986928103,0.49019607843137253,0.9477124183006536,0.39215686274509803,0.8823529411764706,0.2908496732026144,0.24509803921568626,0.5359477124183006,0.2679738562091503,0.5130718954248366,30.6,14,81,40,49.382716049382715,2.6470588235294117,1.3071895424836601,0.1728395061728395,0.35,1,2,2,0.10123456790123456,2.1,1.8,1540,1855,83.01886792452831,20304,5621,1003,1124,89.23487544483986,395,462,85.4978354978355,62,98,63.26530612244898,15,7.5,9.7,3.5,73,95,82,7,224,1855,1764,77,13,23,7,47,35,22,6,1,0,1540,14,54,166,5.424836601307189,128,8,15,4,9,2,24,0.7843137254901961,18,2,4,0,0,0,27,20,7,14,6,9,29,31.03448275862069,20,36,2,34,10,36,3,0,2252,7,146,906,1229,170,2251,162,79,48.76543209876543,74,45.67901234567901,1384,7896,4152,138,108,45,83,79,1815,306,72.47368421052632,31,9,7,0,87,21,66,2.156862745098039,55.3,22.7,32.7,1.0686274509803921,0,26,29,7,47,10,20,0,0,0,143,9,15,37.5,101,0,1.0,0.0,1.0,0.0,0.0,0.0152268958239107,0.0152914458743376
Granit Xhaka,2023-2024,30,1992,39,37,3257,36.1,4,0,4,4,0,0,5,0,1.8,1.8,2.7,4.5,60,392,53,0.11080332409972299,0.0,0.11080332409972299,0.11080332409972299,0.11080332409972299,0.04986149584487535,0.07479224376731303,0.12465373961218836,0.04986149584487535,0.12465373961218836,36.1,4,49,16,32.6530612244898,1.3573407202216066,0.44321329639889195,0.08163265306122448,0.25,0,0,0,0.036734693877551024,1.2,1.2,3020,3292,91.73754556500607,47359,13206,1681,1777,94.59763646595385,1063,1138,93.40949033391915,208,258,80.62015503875969,0,2.7,5.9,-2.7,41,370,54,0,392,3292,3221,65,39,12,17,12,17,0,0,0,0,3020,6,27,121,3.3518005540166205,110,1,2,6,2,0,11,0.3047091412742382,11,0,0,0,0,0,29,27,11,14,4,9,30,30.0,21,29,8,21,21,48,42,0,3558,94,485,2291,797,17,3558,28,16,57.14285714285714,9,32.142857142857146,2164,9461,4933,60,67,4,31,30,2955,53,83.51282051282051,37,27,2,0,96,24,72,1.9944598337950137,65.2,26.9,38.3,1.0609418282548475,0,32,50,0,12,21,27,0,0,0,226,26,22,54.166666666666664,60,0,1.0,0.0,1.0,0.0,0.0,0.0090456806874717,0.0090840272520817
Hakan Calhanoglu,2023-2024,29,1994,32,32,2556,28.4,13,3,16,3,10,10,5,0,10.1,2.3,4.7,7.0,45,186,34,0.45774647887323944,0.10563380281690142,0.5633802816901409,0.10563380281690142,0.21126760563380284,0.35563380281690143,0.16549295774647887,0.5211267605633804,0.08098591549295775,0.24647887323943662,28.4,13,52,13,25.0,1.8309859154929577,0.45774647887323944,0.25,1.0,12,10,10,0.044230769230769226,2.9,0.7,2045,2316,88.29879101899827,37372,11241,885,934,94.75374732334048,853,933,91.42550911039658,258,364,70.87912087912088,3,4.7,5.8,-1.7,52,194,39,12,186,2316,2097,210,92,4,35,153,4,113,52,47,0,2045,9,18,107,3.767605633802817,63,39,0,4,0,1,10,0.35211267605633806,7,3,0,0,0,0,66,33,29,29,8,32,49,65.3061224489796,17,29,13,16,24,90,22,0,2591,81,632,1389,586,26,2581,15,7,46.666666666666664,7,46.666666666666664,1604,7646,3868,45,65,1,27,7,1878,34,79.875,32,12,0,4,59,19,40,1.4084507042253522,56.5,23.2,33.3,1.1725352112676055,0,43,23,0,153,24,33,0,0,0,166,26,18,59.09090909090909,15,0,1.0,0.0,0.0,0.0,0.0,0.0022614201718679,0.0022710068130204
Harry Kane,2023-2024,30,1993,32,32,2839,31.5,36,8,44,31,5,5,2,0,30.6,26.7,6.4,33.0,36,102,164,1.1428571428571428,0.25396825396825395,1.3968253968253967,0.9841269841269841,1.2380952380952381,0.9714285714285714,0.20317460317460317,1.1746031746031746,0.8476190476190476,1.0476190476190477,31.5,36,141,61,43.262411347517734,4.476190476190476,1.9365079365079365,0.2553191489361702,0.5901639344262295,4,5,5,0.18936170212765957,5.4,4.3,474,664,71.3855421686747,8936,2715,216,266,81.203007518797,166,222,74.77477477477478,74,114,64.91228070175438,8,6.4,5.9,1.6,31,66,41,6,102,664,620,41,10,13,14,31,8,2,1,0,0,474,3,31,83,2.634920634920635,54,2,7,13,7,0,11,0.3492063492063492,8,1,0,2,0,0,13,9,4,4,5,6,18,33.33333333333333,12,12,4,8,6,19,14,0,995,19,69,395,541,180,990,59,24,40.67796610169492,30,50.847457627118644,634,3098,1287,36,25,14,45,45,782,164,88.71875,32,27,0,2,85,39,46,1.4603174603174602,81.1,28.6,52.5,1.6666666666666667,0,10,39,13,31,6,9,0,0,0,55,30,34,46.875,201,0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.0304314912944738
Jude Bellingham,2023-2024,20,2003,29,28,2435,27.0,19,7,26,18,1,1,6,1,11.1,10.3,5.3,15.6,85,196,177,0.7037037037037037,0.25925925925925924,0.9629629629629629,0.6666666666666666,0.9259259259259259,0.4111111111111111,0.1962962962962963,0.6074074074074074,0.38148148148148153,0.5777777777777777,27.0,19,65,35,53.84615384615385,2.4074074074074074,1.2962962962962963,0.2923076923076923,0.5428571428571428,0,1,1,0.15846153846153846,7.9,7.7,1363,1543,88.33441348023331,19609,4025,856,930,92.04301075268818,387,428,90.42056074766354,76,90,84.44444444444444,7,5.3,4.3,0.7,48,137,45,3,196,1543,1490,43,18,18,14,22,12,1,1,0,0,1363,10,25,99,3.6666666666666665,82,0,8,4,5,0,13,0.48148148148148145,10,0,1,2,0,0,42,35,14,18,10,12,36,33.33333333333333,24,55,5,50,22,63,17,0,1897,21,202,978,746,135,1896,97,50,51.546391752577314,35,36.08247422680412,1235,6812,3434,85,73,26,53,40,1554,177,83.96551724137932,28,18,1,5,59,20,39,1.4444444444444444,46.7,23.4,23.3,0.862962962962963,0,34,75,6,22,22,35,0,0,0,118,24,25,48.97959183673469,917,0,1.0,1.0,0.0,0.0,0.0,0.1382481531735263,0.1388342165026495
